latitude,longitude,pressure_hPa,month
28.5,77.2,983.3671,2020-10
28.5,77.3,984.7408,2020-10
28.5,77.5,984.3449,2020-10
28.4,76.7,982.98083,2020-10
28.4,76.8,984.0621,2020-10
28.4,76.8,984.6889,2020-10
28.4,76.9,983.54315,2020-10
28.4,77.0,981.06604,2020-10
28.4,77.1,980.27783,2020-10
28.4,77.2,982.61523,2020-10
28.4,77.3,985.01715,2020-10
28.4,77.5,984.83856,2020-10
28.3,76.7,982.627,2020-10
28.3,76.8,982.95825,2020-10
28.3,76.8,982.44824,2020-10
28.3,76.9,981.41205,2020-10
28.3,77.0,980.64905,2020-10
28.3,77.1,981.2058,2020-10
28.3,77.2,983.30774,2020-10
28.3,77.3,985.3794,2020-10
28.3,77.5,985.6435,2020-10
28.3,76.7,982.08374,2020-10
28.3,76.8,980.948,2020-10
28.3,76.8,979.58453,2020-10
28.3,76.9,980.3818,2020-10
28.3,77.0,982.55176,2020-10
28.3,77.1,983.9735,2020-10
28.3,77.2,984.6544,2020-10
28.3,77.3,985.21716,2020-10
28.3,77.5,985.32697,2020-10
29.0,76.7,990.1748,2020-11
29.0,76.8,990.423,2020-11
29.0,76.8,990.4437,2020-11
29.0,76.9,991.04376,2020-11
29.0,77.0,991.8947,2020-11
29.0,77.1,990.97766,2020-11
29.0,77.2,989.9184,2020-11
29.0,77.3,990.08044,2020-11
29.0,77.5,990.2701,2020-11
28.9,76.7,990.66174,2020-11
28.9,76.8,990.9556,2020-11
28.9,76.8,990.7578,2020-11
28.9,76.9,991.1488,2020-11
28.9,77.0,991.85345,2020-11
28.9,77.1,991.7554,2020-11
28.9,77.2,991.14746,2020-11
28.9,77.3,990.80945,2020-11
28.9,77.5,990.51917,2020-11
28.8,76.7,990.4768,2020-11
28.8,76.8,990.71704,2020-11
28.8,76.8,990.8297,2020-11
28.8,76.9,991.17615,2020-11
28.8,77.0,991.60175,2020-11
28.8,77.1,991.52246,2020-11
28.8,77.2,991.2062,2020-11
28.8,77.3,990.9794,2020-11
28.8,77.5,990.7928,2020-11
28.6,76.7,990.0672,2020-11
28.6,76.8,990.1556,2020-11
28.6,76.8,991.0468,2020-11
28.6,76.9,991.9217,2020-11
28.6,77.0,991.8785,2020-11
28.6,77.1,991.33386,2020-11
28.6,77.2,991.3213,2020-11
28.6,77.3,991.58923,2020-11
28.6,77.5,991.49994,2020-11
28.5,76.7,990.2685,2020-11
28.5,76.8,990.8884,2020-11
28.5,76.8,992.1047,2020-11
28.5,76.9,992.2519,2020-11
28.5,77.0,990.8177,2020-11
28.5,77.1,989.69775,2020-11
28.5,77.2,990.7806,2020-11
28.5,77.3,992.1889,2020-11
28.5,77.5,991.7701,2020-11
28.4,76.7,990.4488,2020-11
28.4,76.8,991.5599,2020-11
28.4,76.8,992.1986,2020-11
28.4,76.9,990.9998,2020-11
28.4,77.0,988.4254,2020-11
28.4,77.1,987.6007,2020-11
28.4,77.2,990.0029,2020-11
28.4,77.3,992.4735,2020-11
28.4,77.5,992.27985,2020-11
28.3,76.7,990.0882,2020-11
28.3,76.8,990.4244,2020-11
28.3,76.8,989.88696,2020-11
28.3,76.9,988.8033,2020-11
28.3,77.0,988.0037,2020-11
28.3,77.1,988.5703,2020-11
28.3,77.2,990.72925,2020-11
28.3,77.3,992.8579,2020-11
28.3,77.5,993.1211,2020-11
28.3,76.7,989.5238,2020-11
28.3,76.8,988.34955,2020-11
28.3,76.8,986.9328,2020-11
28.3,76.9,987.7477,2020-11
28.3,77.0,989.9797,2020-11
28.3,77.1,991.4418,2020-11
28.3,77.2,992.13184,2020-11
28.3,77.3,992.7013,2020-11
28.3,77.5,992.8041,2020-11
29.0,76.7,990.26324,2020-12
29.0,76.8,990.51044,2020-12
29.0,76.8,990.5275,2020-12
29.0,76.9,991.12775,2020-12
29.0,77.0,991.9824,2020-12
29.0,77.1,991.0477,2020-12
29.0,77.2,989.96893,2020-12
29.0,77.3,990.1286,2020-12
29.0,77.5,990.3168,2020-12
28.9,76.7,990.76074,2020-12
28.9,76.8,991.0563,2020-12
28.9,76.8,990.84906,2020-12
28.9,76.9,991.24036,2020-12
28.9,77.0,991.95197,2020-12
28.9,77.1,991.8491,2020-12
28.9,77.2,991.2262,2020-12
28.9,77.3,990.8775,2020-12
28.9,77.5,990.57837,2020-12
28.8,76.7,990.5772,2020-12
28.8,76.8,990.819,2020-12
28.8,76.8,990.92865,2020-12
28.8,76.9,991.2761,2020-12
28.8,77.0,991.70483,2020-12
28.8,77.1,991.62195,2020-12
28.8,77.2,991.2948,2020-12
28.8,77.3,991.0591,2020-12
28.8,77.5,990.8655,2020-12
28.6,76.7,990.17126,2020-12
28.6,76.8,990.2583,2020-12
28.6,76.8,991.15674,2020-12
28.6,76.9,992.0395,2020-12
28.6,77.0,991.992,2020-12
28.6,77.1,991.4355,2020-12
28.6,77.2,991.4174,2020-12
28.6,77.3,991.683,2020-12
28.6,77.5,991.587,2020-12
28.5,76.7,990.3848,2020-12
28.5,76.8,991.00934,2020-12
28.5,76.8,992.23816,2020-12
28.5,76.9,992.3817,2020-12
28.5,77.0,990.92126,2020-12
28.5,77.1,989.77966,2020-12
28.5,77.2,990.8728,2020-12
28.5,77.3,992.2971,2020-12
28.5,77.5,991.86755,2020-12
28.4,76.7,990.577,2020-12
28.4,76.8,991.69885,2020-12
28.4,76.8,992.34204,2020-12
28.4,76.9,991.1186,2020-12
28.4,77.0,988.5026,2020-12
28.4,77.1,987.65936,2020-12
28.4,77.2,990.09283,2020-12
28.4,77.3,992.593,2020-12
28.4,77.5,992.39166,2020-12
28.3,76.7,990.221,2020-12
28.3,76.8,990.5589,2020-12
28.3,76.8,990.0079,2020-12
28.3,76.9,988.9015,2020-12
28.3,77.0,988.086,2020-12
28.3,77.1,988.65466,2020-12
28.3,77.2,990.8393,2020-12
28.3,77.3,992.9949,2020-12
28.3,77.5,993.2568,2020-12
28.3,76.7,989.6601,2020-12
28.3,76.8,988.46466,2020-12
28.3,76.8,987.0216,2020-12
28.3,76.9,987.84326,2020-12
28.3,77.0,990.1027,2020-12
28.3,77.1,991.57996,2020-12
28.3,77.2,992.2757,2020-12
28.3,77.3,992.8491,2020-12
28.3,77.5,992.9476,2020-12
29.0,76.7,989.409,2021-01
29.0,76.8,989.66565,2021-01
29.0,76.8,989.6895,2021-01
29.0,76.9,990.2962,2021-01
29.0,77.0,991.15625,2021-01
29.0,77.1,990.2254,2021-01
29.0,77.2,989.1475,2021-01
29.0,77.3,989.3112,2021-01
29.0,77.5,989.50244,2021-01
28.9,76.7,989.9032,2021-01
28.9,76.8,990.20624,2021-01
28.9,76.8,990.0064,2021-01
28.9,76.9,990.40295,2021-01
28.9,77.0,991.1214,2021-01
28.9,77.1,991.02203,2021-01
28.9,77.2,990.40155,2021-01
28.9,77.3,990.058,2021-01
28.9,77.5,989.7622,2021-01
28.8,76.7,989.71436,2021-01
28.8,76.8,989.96356,2021-01
28.8,76.8,990.0794,2021-01
28.8,76.9,990.4349,2021-01
28.8,77.0,990.87054,2021-01
28.8,77.1,990.7909,2021-01
28.8,77.2,990.46674,2021-01
28.8,77.3,990.2354,2021-01
28.8,77.5,990.04504,2021-01
28.6,76.7,989.3003,2021-01
28.6,76.8,989.3958,2021-01
28.6,76.8,990.30695,2021-01
28.6,76.9,991.20184,2021-01
28.6,77.0,991.1596,2021-01
28.6,77.1,990.6049,2021-01
28.6,77.2,990.5922,2021-01
28.6,77.3,990.8614,2021-01
28.6,77.5,990.76697,2021-01
28.5,76.7,989.5096,2021-01
28.5,76.8,990.1471,2021-01
28.5,76.8,991.392,2021-01
28.5,76.9,991.5438,2021-01
28.5,77.0,990.08545,2021-01
28.5,77.1,988.9449,2021-01
28.5,77.2,990.046,2021-01
28.5,77.3,991.4758,2021-01
28.5,77.5,991.04626,2021-01
28.4,76.7,989.7001,2021-01
28.4,76.8,990.83844,2021-01
28.4,76.8,991.49506,2021-01
28.4,76.9,990.2739,2021-01
28.4,77.0,987.6549,2021-01
28.4,77.1,986.8163,2021-01
28.4,77.2,989.26044,2021-01
28.4,77.3,991.77094,2021-01
28.4,77.5,991.57104,2021-01
28.3,76.7,989.33734,2021-01
28.3,76.8,989.68823,2021-01
28.3,76.8,989.14594,2021-01
28.3,76.9,988.04175,2021-01
28.3,77.0,987.2323,2021-01
28.3,77.1,987.81134,2021-01
28.3,77.2,990.00964,2021-01
28.3,77.3,992.1746,2021-01
28.3,77.5,992.43933,2021-01
28.3,76.7,988.7674,2021-01
28.3,76.8,987.57983,2021-01
28.3,76.8,986.14105,2021-01
28.3,76.9,986.9752,2021-01
28.3,77.0,989.2545,2021-01
28.3,77.1,990.74524,2021-01
28.3,77.2,991.44806,2021-01
28.3,77.3,992.0262,2021-01
28.3,77.5,992.12805,2021-01
29.0,76.7,988.48364,2021-02
29.0,76.8,988.7365,2021-02
29.0,76.8,988.76105,2021-02
29.0,76.9,989.36096,2021-02
29.0,77.0,990.21075,2021-02
29.0,77.1,989.2972,2021-02
29.0,77.2,988.23505,2021-02
29.0,77.3,988.3956,2021-02
29.0,77.5,988.58386,2021-02
28.9,76.7,988.96497,2021-02
28.9,76.8,989.2647,2021-02
28.9,76.8,989.06995,2021-02
28.9,76.9,989.46326,2021-02
28.9,77.0,990.1699,2021-02
28.9,77.1,990.073,2021-02
28.9,77.2,989.4632,2021-02
28.9,77.3,989.1224,2021-02
28.9,77.5,988.83093,2021-02
28.8,76.7,988.7726,2021-02
28.8,76.8,989.021,2021-02
28.8,76.8,989.1394,2021-02
28.8,76.9,989.48883,2021-02
28.8,77.0,989.91724,2021-02
28.8,77.1,989.8389,2021-02
28.8,77.2,989.52094,2021-02
28.8,77.3,989.2923,2021-02
28.8,77.5,989.1056,2021-02
28.6,76.7,988.359,2021-02
28.6,76.8,988.4548,2021-02
28.6,76.8,989.3523,2021-02
28.6,76.9,990.2337,2021-02
28.6,77.0,990.19586,2021-02
28.6,77.1,989.65186,2021-02
28.6,77.2,989.6378,2021-02
28.6,77.3,989.90533,2021-02
28.6,77.5,989.8179,2021-02
28.5,76.7,988.5575,2021-02
28.5,76.8,989.1809,2021-02
28.5,76.8,990.4025,2021-02
28.5,76.9,990.56006,2021-02
28.5,77.0,989.133,2021-02
28.5,77.1,988.01575,2021-02
28.5,77.2,989.09973,2021-02
28.5,77.3,990.5126,2021-02
28.5,77.5,990.09753,2021-02
28.4,76.7,988.73334,2021-02
28.4,76.8,989.8498,2021-02
28.4,76.8,990.4929,2021-02
28.4,76.9,989.30365,2021-02
28.4,77.0,986.73883,2021-02
28.4,77.1,985.9214,2021-02
28.4,77.2,988.32935,2021-02
28.4,77.3,990.80457,2021-02
28.4,77.5,990.6143,2021-02
28.3,76.7,988.37555,2021-02
28.3,76.8,988.71716,2021-02
28.3,76.8,988.1864,2021-02
28.3,76.9,987.1106,2021-02
28.3,77.0,986.3191,2021-02
28.3,77.1,986.8911,2021-02
28.3,77.2,989.05963,2021-02
28.3,77.3,991.19543,2021-02
28.3,77.5,991.462,2021-02
28.3,76.7,987.8114,2021-02
28.3,76.8,986.6447,2021-02
28.3,76.8,985.23486,2021-02
28.3,76.9,986.0561,2021-02
28.3,77.0,988.296,2021-02
28.3,77.1,989.76514,2021-02
28.3,77.2,990.4656,2021-02
28.3,77.3,991.0446,2021-02
28.3,77.5,991.15265,2021-02
29.0,76.7,984.77673,2021-03
29.0,76.8,985.0189,2021-03
29.0,76.8,985.03925,2021-03
29.0,76.9,985.6256,2021-03
29.0,77.0,986.4545,2021-03
29.0,77.1,985.5627,2021-03
29.0,77.2,984.5246,2021-03
29.0,77.3,984.677,2021-03
29.0,77.5,984.85645,2021-03
28.9,76.7,985.2422,2021-03
28.9,76.8,985.53595,2021-03
28.9,76.8,985.3418,2021-03
28.9,76.9,985.725,2021-03
28.9,77.0,986.4176,2021-03
28.9,77.1,986.3237,2021-03
28.9,77.2,985.72766,2021-03
28.9,77.3,985.39355,2021-03
28.9,77.5,985.10535,2021-03
28.8,76.7,985.04816,2021-03
28.8,76.8,985.29266,2021-03
28.8,76.8,985.4086,2021-03
28.8,76.9,985.7516,2021-03
28.8,77.0,986.17163,2021-03
28.8,77.1,986.0962,2021-03
28.8,77.2,985.7848,2021-03
28.8,77.3,985.5612,2021-03
28.8,77.5,985.37683,2021-03
28.6,76.7,984.6433,2021-03
28.6,76.8,984.7377,2021-03
28.6,76.8,985.6147,2021-03
28.6,76.9,986.4774,2021-03
28.6,77.0,986.4407,2021-03
28.6,77.1,985.9098,2021-03
28.6,77.2,985.89636,2021-03
28.6,77.3,986.1582,2021-03
28.6,77.5,986.0756,2021-03
28.5,76.7,984.8356,2021-03
28.5,76.8,985.44464,2021-03
28.5,76.8,986.6389,2021-03
28.5,76.9,986.792,2021-03
28.5,77.0,985.3991,2021-03
28.5,77.1,984.30756,2021-03
28.5,77.2,985.3674,2021-03
28.5,77.3,986.7521,2021-03
28.5,77.5,986.3507,2021-03
28.4,76.7,985.0047,2021-03
28.4,76.8,986.0957,2021-03
28.4,76.8,986.7237,2021-03
28.4,76.9,985.5616,2021-03
28.4,77.0,983.0572,2021-03
28.4,77.1,982.25824,2021-03
28.4,77.2,984.61633,2021-03
28.4,77.3,987.0394,2021-03
28.4,77.5,986.85736,2021-03
28.3,76.7,984.65607,2021-03
28.3,76.8,984.9924,2021-03
28.3,76.8,984.4725,2021-03
28.3,76.9,983.4219,2021-03
28.3,77.0,982.64996,2021-03
28.3,77.1,983.21045,2021-03
28.3,77.2,985.33276,2021-03
28.3,77.3,987.4243,2021-03
28.3,77.5,987.6892,2021-03
28.3,76.7,984.106,2021-03
28.3,76.8,982.9694,2021-03
28.3,76.8,981.59204,2021-03
28.3,76.9,982.3964,2021-03
28.3,77.0,984.5853,2021-03
28.3,77.1,986.02185,2021-03
28.3,77.2,986.7094,2021-03
28.3,77.3,987.2782,2021-03
28.3,77.5,987.3868,2021-03
29.0,76.7,982.61755,2021-04
29.0,76.8,982.8428,2021-04
29.0,76.8,982.85345,2021-04
29.0,76.9,983.42413,2021-04
29.0,77.0,984.2358,2021-04
29.0,77.1,983.3454,2021-04
29.0,77.2,982.3146,2021-04
29.0,77.3,982.4606,2021-04
29.0,77.5,982.63324,2021-04
28.9,76.7,983.07605,2021-04
28.9,76.8,983.3507,2021-04
28.9,76.8,983.1493,2021-04
28.9,76.9,983.5197,2021-04
28.9,77.0,984.18994,2021-04
28.9,77.1,984.086,2021-04
28.9,77.2,983.49036,2021-04
28.9,77.3,983.15485,2021-04
28.9,77.5,982.86615,2021-04
28.8,76.7,982.88446,2021-04
28.8,76.8,983.112,2021-04
28.8,76.8,983.21204,2021-04
28.8,76.9,983.538,2021-04
28.8,77.0,983.93787,2021-04
28.8,77.1,983.85315,2021-04
28.8,77.2,983.53796,2021-04
28.8,77.3,983.3098,2021-04
28.8,77.5,983.1213,2021-04
28.6,76.7,982.487,2021-04
28.6,76.8,982.56433,2021-04
28.6,76.8,983.40906,2021-04
28.6,76.9,984.24115,2021-04
28.6,77.0,984.1902,2021-04
28.6,77.1,983.6571,2021-04
28.6,77.2,983.63464,2021-04
28.6,77.3,983.885,2021-04
28.6,77.5,983.7955,2021-04
28.5,76.7,982.6745,2021-04
28.5,76.8,983.2574,2021-04
28.5,76.8,984.414,2021-04
28.5,76.9,984.5454,2021-04
28.5,77.0,983.15515,2021-04
28.5,77.1,982.0668,2021-04
28.5,77.2,983.10175,2021-04
28.5,77.3,984.45575,2021-04
28.5,77.5,984.05096,2021-04
28.4,76.7,982.8395,2021-04
28.4,76.8,983.8945,2021-04
28.4,76.8,984.49567,2021-04
28.4,76.9,983.33,2021-04
28.4,77.0,980.84174,2021-04
28.4,77.1,980.038,2021-04
28.4,77.2,982.3499,2021-04
28.4,77.3,984.7257,2021-04
28.4,77.5,984.53705,2021-04
28.3,76.7,982.49225,2021-04
28.3,76.8,982.8016,2021-04
28.3,76.8,982.2717,2021-04
28.3,76.9,981.2159,2021-04
28.3,77.0,980.43427,2021-04
28.3,77.1,980.9691,2021-04
28.3,77.2,983.04816,2021-04
28.3,77.3,985.097,2021-04
28.3,77.5,985.35046,2021-04
28.3,76.7,981.9499,2021-04
28.3,76.8,980.80426,2021-04
28.3,76.8,979.4254,2021-04
28.3,76.9,980.1981,2021-04
28.3,77.0,982.3347,2021-04
28.3,77.1,983.73267,2021-04
28.3,77.2,984.397,2021-04
28.3,77.3,984.9469,2021-04
28.3,77.5,985.0459,2021-04
29.0,76.7,978.42834,2021-05
29.0,76.8,978.7065,2021-05
29.0,76.8,978.7723,2021-05
29.0,76.9,979.3944,2021-05
29.0,77.0,980.252,2021-05
29.0,77.1,979.42664,2021-05
29.0,77.2,978.46405,2021-05
29.0,77.3,978.6612,2021-05
29.0,77.5,978.88354,2021-05
28.9,76.7,978.8754,2021-05
28.9,76.8,979.1926,2021-05
28.9,76.8,979.0509,2021-05
28.9,76.9,979.4737,2021-05
28.9,77.0,980.18726,2021-05
28.9,77.1,980.14014,2021-05
28.9,77.2,979.60736,2021-05
28.9,77.3,979.32983,2021-05
28.9,77.5,979.09827,2021-05
28.8,76.7,978.6857,2021-05
28.8,76.8,978.9523,2021-05
28.8,76.8,979.10223,2021-05
28.8,76.9,979.4754,2021-05
28.8,77.0,979.9239,2021-05
28.8,77.1,979.89435,2021-05
28.8,77.2,979.6393,2021-05
28.8,77.3,979.46857,2021-05
28.8,77.5,979.3364,2021-05
28.6,76.7,978.2779,2021-05
28.6,76.8,978.4013,2021-05
28.6,76.8,979.29126,2021-05
28.6,76.9,980.17346,2021-05
28.6,77.0,980.1804,2021-05
28.6,77.1,979.7078,2021-05
28.6,77.2,979.7417,2021-05
28.6,77.3,980.042,2021-05
28.6,77.5,980.0033,2021-05
28.5,76.7,978.4516,2021-05
28.5,76.8,979.0788,2021-05
28.5,76.8,980.2766,2021-05
28.5,76.9,980.4726,2021-05
28.5,77.0,979.16223,2021-05
28.5,77.1,978.1439,2021-05
28.5,77.2,979.2217,2021-05
28.5,77.3,980.6107,2021-05
28.5,77.5,980.2599,2021-05
28.4,76.7,978.6055,2021-05
28.4,76.8,979.70087,2021-05
28.4,76.8,980.3505,2021-05
28.4,76.9,979.26587,2021-05
28.4,77.0,976.87256,2021-05
28.4,77.1,976.1386,2021-05
28.4,77.2,978.47546,2021-05
28.4,77.3,980.87634,2021-05
28.4,77.5,980.7395,2021-05
28.3,76.7,978.2489,2021-05
28.3,76.8,978.6078,2021-05
28.3,76.8,978.14136,2021-05
28.3,76.9,977.1628,2021-05
28.3,77.0,976.4556,2021-05
28.3,77.1,977.0448,2021-05
28.3,77.2,979.1488,2021-05
28.3,77.3,981.2263,2021-05
28.3,77.5,981.52386,2021-05
28.3,76.7,977.6982,2021-05
28.3,76.8,976.6212,2021-05
28.3,76.8,975.3178,2021-05
28.3,76.9,976.14417,2021-05
28.3,77.0,978.32074,2021-05
28.3,77.1,979.7622,2021-05
28.3,77.2,980.4696,2021-05
28.3,77.3,981.0611,2021-05
28.3,77.5,981.20386,2021-05
29.0,76.7,974.5547,2021-06
29.0,76.8,974.83264,2021-06
29.0,76.8,974.9034,2021-06
29.0,76.9,975.52124,2021-06
29.0,77.0,976.3728,2021-06
29.0,77.1,975.5564,2021-06
29.0,77.2,974.60876,2021-06
29.0,77.3,974.8071,2021-06
29.0,77.5,975.03235,2021-06
28.9,76.7,975.0033,2021-06
28.9,76.8,975.3177,2021-06
28.9,76.8,975.1809,2021-06
28.9,76.9,975.60077,2021-06
28.9,77.0,976.30505,2021-06
28.9,77.1,976.25635,2021-06
28.9,77.2,975.73236,2021-06
28.9,77.3,975.46265,2021-06
28.9,77.5,975.2356,2021-06
28.8,76.7,974.82806,2021-06
28.8,76.8,975.0884,2021-06
28.8,76.8,975.23395,2021-06
28.8,76.9,975.6015,2021-06
28.8,77.0,976.0429,2021-06
28.8,77.1,976.0131,2021-06
28.8,77.2,975.7619,2021-06
28.8,77.3,975.59534,2021-06
28.8,77.5,975.46674,2021-06
28.6,76.7,974.44104,2021-06
28.6,76.8,974.56,2021-06
28.6,76.8,975.4329,2021-06
28.6,76.9,976.2968,2021-06
28.6,77.0,976.30145,2021-06
28.6,77.1,975.83496,2021-06
28.6,77.2,975.8695,2021-06
28.6,77.3,976.16534,2021-06
28.6,77.5,976.1262,2021-06
28.5,76.7,974.6271,2021-06
28.5,76.8,975.24097,2021-06
28.5,76.8,976.419,2021-06
28.5,76.9,976.60504,2021-06
28.5,77.0,975.3071,2021-06
28.5,77.1,974.29877,2021-06
28.5,77.2,975.362,2021-06
28.5,77.3,976.72815,2021-06
28.5,77.5,976.37885,2021-06
28.4,76.7,974.7907,2021-06
28.4,76.8,975.8659,2021-06
28.4,76.8,976.50226,2021-06
28.4,76.9,975.42596,2021-06
28.4,77.0,973.0592,2021-06
28.4,77.1,972.329,2021-06
28.4,77.2,974.6299,2021-06
28.4,77.3,976.993,2021-06
28.4,77.5,976.8536,2021-06
28.3,76.7,974.4466,2021-06
28.3,76.8,974.79486,2021-06
28.3,76.8,974.33,2021-06
28.3,76.9,973.35956,2021-06
28.3,77.0,972.65375,2021-06
28.3,77.1,973.22656,2021-06
28.3,77.2,975.2997,2021-06
28.3,77.3,977.3444,2021-06
28.3,77.5,977.6361,2021-06
28.3,76.7,973.92065,2021-06
28.3,76.8,972.84515,2021-06
28.3,76.8,971.5512,2021-06
28.3,76.9,972.3588,2021-06
28.3,77.0,974.4945,2021-06
28.3,77.1,975.91016,2021-06
28.3,77.2,976.6051,2021-06
28.3,77.3,977.1862,2021-06
28.3,77.5,977.32935,2021-06
29.0,76.7,973.45154,2021-07
29.0,76.8,973.7326,2021-07
29.0,76.8,973.8062,2021-07
29.0,76.9,974.42395,2021-07
29.0,77.0,975.2755,2021-07
29.0,77.1,974.45764,2021-07
29.0,77.2,973.5071,2021-07
29.0,77.3,973.70715,2021-07
29.0,77.5,973.9335,2021-07
28.9,76.7,973.90607,2021-07
28.9,76.8,974.21936,2021-07
28.9,76.8,974.0832,2021-07
28.9,76.9,974.5033,2021-07
28.9,77.0,975.20465,2021-07
28.9,77.1,975.1532,2021-07
28.9,77.2,974.6264,2021-07
28.9,77.3,974.35364,2021-07
28.9,77.5,974.1292,2021-07
28.8,76.7,973.7355,2021-07
28.8,76.8,973.99225,2021-07
28.8,76.8,974.1377,2021-07
28.8,76.9,974.50116,2021-07
28.8,77.0,974.9409,2021-07
28.8,77.1,974.9086,2021-07
28.8,77.2,974.6539,2021-07
28.8,77.3,974.48444,2021-07
28.8,77.5,974.3556,2021-07
28.6,76.7,973.34753,2021-07
28.6,76.8,973.46564,2021-07
28.6,76.8,974.343,2021-07
28.6,76.9,975.20764,2021-07
28.6,77.0,975.2112,2021-07
28.6,77.1,974.73926,2021-07
28.6,77.2,974.7726,2021-07
28.6,77.3,975.0656,2021-07
28.6,77.5,975.0194,2021-07
28.5,76.7,973.5346,2021-07
28.5,76.8,974.15454,2021-07
28.5,76.8,975.33777,2021-07
28.5,76.9,975.5257,2021-07
28.5,77.0,974.22504,2021-07
28.5,77.1,973.2163,2021-07
28.5,77.2,974.2763,2021-07
28.5,77.3,975.6376,2021-07
28.5,77.5,975.28284,2021-07
28.4,76.7,973.70575,2021-07
28.4,76.8,974.7882,2021-07
28.4,76.8,975.4288,2021-07
28.4,76.9,974.3533,2021-07
28.4,77.0,971.98395,2021-07
28.4,77.1,971.2526,2021-07
28.4,77.2,973.5503,2021-07
28.4,77.3,975.90985,2021-07
28.4,77.5,975.76556,2021-07
28.3,76.7,973.3639,2021-07
28.3,76.8,973.71936,2021-07
28.3,76.8,973.2569,2021-07
28.3,76.9,972.286,2021-07
28.3,77.0,971.5805,2021-07
28.3,77.1,972.15564,2021-07
28.3,77.2,974.22473,2021-07
28.3,77.3,976.26434,2021-07
28.3,77.5,976.5506,2021-07
28.3,76.7,972.8399,2021-07
28.3,76.8,971.7701,2021-07
28.3,76.8,970.4788,2021-07
28.3,76.9,971.2889,2021-07
28.3,77.0,973.43207,2021-07
28.3,77.1,974.84753,2021-07
28.3,77.2,975.53723,2021-07
28.3,77.3,976.11145,2021-07
28.3,77.5,976.2468,2021-07
29.0,76.7,975.9622,2021-08
29.0,76.8,976.2353,2021-08
29.0,76.8,976.2969,2021-08
29.0,76.9,976.9045,2021-08
29.0,77.0,977.7464,2021-08
29.0,77.1,976.912,2021-08
29.0,77.2,975.946,2021-08
29.0,77.3,976.1335,2021-08
29.0,77.5,976.3482,2021-08
28.9,76.7,976.4253,2021-08
28.9,76.8,976.7339,2021-08
28.9,76.8,976.58466,2021-08
28.9,76.9,976.9938,2021-08
