,latitude,longitude,d2m_C,month
2317,28.9,77.0,23.34,2022-09
2318,28.9,77.1,23.42,2022-09
2319,28.9,77.2,23.41,2022-09
2320,28.9,77.3,23.42,2022-09
2321,28.9,77.5,23.44,2022-09
2322,28.8,76.7,22.7,2022-09
2323,28.8,76.8,22.84,2022-09
2324,28.8,76.8,22.96,2022-09
2325,28.8,76.9,23.08,2022-09
2326,28.8,77.0,23.21,2022-09
2327,28.8,77.1,23.29,2022-09
2328,28.8,77.2,23.32,2022-09
2329,28.8,77.3,23.34,2022-09
2330,28.8,77.5,23.36,2022-09
2331,28.7,76.7,22.59,2022-09
2332,28.7,76.8,22.7,2022-09
2333,28.7,76.8,22.84,2022-09
2334,28.7,76.9,22.98,2022-09
2335,28.7,77.0,23.09,2022-09
2336,28.7,77.1,23.16,2022-09
2337,28.7,77.2,23.2,2022-09
2338,28.7,77.3,23.23,2022-09
2339,28.7,77.5,23.26,2022-09
2340,28.5,76.7,22.51,2022-09
2341,28.5,76.8,22.61,2022-09
2342,28.5,76.8,22.75,2022-09
2343,28.5,76.9,22.85,2022-09
2344,28.5,77.0,22.89,2022-09
2345,28.5,77.1,22.92,2022-09
2346,28.5,77.2,23.02,2022-09
2347,28.5,77.3,23.11,2022-09
2348,28.5,77.5,23.12,2022-09
2349,28.4,76.7,22.38,2022-09
2350,28.4,76.8,22.52,2022-09
2351,28.4,76.8,22.63,2022-09
2352,28.4,76.9,22.66,2022-09
2353,28.4,77.0,22.65,2022-09
2354,28.4,77.1,22.66,2022-09
2355,28.4,77.2,22.82,2022-09
2356,28.4,77.3,23.0,2022-09
2357,28.4,77.5,23.0,2022-09
2358,28.3,76.7,22.29,2022-09
2359,28.3,76.8,22.4,2022-09
2360,28.3,76.8,22.46,2022-09
2361,28.3,76.9,22.5,2022-09
2362,28.3,77.0,22.54,2022-09
2363,28.3,77.1,22.65,2022-09
2364,28.3,77.2,22.8,2022-09
2365,28.3,77.3,22.95,2022-09
2366,28.3,77.5,22.99,2022-09
2367,28.3,76.7,22.14,2022-09
2368,28.3,76.8,22.2,2022-09
2369,28.3,76.8,22.23,2022-09
2370,28.3,76.9,22.37,2022-09
2371,28.3,77.0,22.58,2022-09
2372,28.3,77.1,22.73,2022-09
2373,28.3,77.2,22.81,2022-09
2374,28.3,77.3,22.86,2022-09
2375,28.3,77.5,22.89,2022-09
2376,29.0,76.7,17.9,2022-10
2377,29.0,76.8,18.05,2022-10
2378,29.0,76.8,18.17,2022-10
2379,29.0,76.9,18.33,2022-10
2380,29.0,77.0,18.5,2022-10
2381,29.0,77.1,18.58,2022-10
2382,29.0,77.2,18.6,2022-10
2383,29.0,77.3,18.68,2022-10
2384,29.0,77.5,18.76,2022-10
2385,28.9,76.7,17.83,2022-10
2386,28.9,76.8,18.01,2022-10
2387,28.9,76.8,18.13,2022-10
2388,28.9,76.9,18.29,2022-10
2389,28.9,77.0,18.46,2022-10
2390,28.9,77.1,18.59,2022-10
2391,28.9,77.2,18.62,2022-10
2392,28.9,77.3,18.67,2022-10
2393,28.9,77.5,18.73,2022-10
2394,28.8,76.7,17.66,2022-10
2395,28.8,76.8,17.89,2022-10
2396,28.8,76.8,18.07,2022-10
2397,28.8,76.9,18.24,2022-10
2398,28.8,77.0,18.41,2022-10
2399,28.8,77.1,18.53,2022-10
2400,28.8,77.2,18.59,2022-10
2401,28.8,77.3,18.64,2022-10
2402,28.8,77.5,18.69,2022-10
2403,28.7,76.7,17.54,2022-10
2404,28.7,76.8,17.75,2022-10
2405,28.7,76.8,17.97,2022-10
2406,28.7,76.9,18.19,2022-10
2407,28.7,77.0,18.44,2022-10
2408,28.7,77.1,18.59,2022-10
2409,28.7,77.2,18.54,2022-10
2410,28.7,77.3,18.61,2022-10
2411,28.7,77.5,18.68,2022-10
2412,28.5,76.7,17.43,2022-10
2413,28.5,76.8,17.63,2022-10
2414,28.5,76.8,17.87,2022-10
2415,28.5,76.9,18.08,2022-10
2416,28.5,77.0,18.27,2022-10
2417,28.5,77.1,18.37,2022-10
2418,28.5,77.2,18.46,2022-10
2419,28.5,77.3,18.59,2022-10
2420,28.5,77.5,18.65,2022-10
2421,28.4,76.7,17.3,2022-10
2422,28.4,76.8,17.52,2022-10
2423,28.4,76.8,17.73,2022-10
2424,28.4,76.9,17.89,2022-10
2425,28.4,77.0,18.02,2022-10
2426,28.4,77.1,18.18,2022-10
2427,28.4,77.2,18.37,2022-10
2428,28.4,77.3,18.57,2022-10
2429,28.4,77.5,18.64,2022-10
2430,28.3,76.7,17.14,2022-10
2431,28.3,76.8,17.34,2022-10
2432,28.3,76.8,17.51,2022-10
2433,28.3,76.9,17.69,2022-10
2434,28.3,77.0,17.87,2022-10
2435,28.3,77.1,18.11,2022-10
2436,28.3,77.2,18.34,2022-10
2437,28.3,77.3,18.54,2022-10
2438,28.3,77.5,18.63,2022-10
2439,28.3,76.7,16.95,2022-10
2440,28.3,76.8,17.11,2022-10
2441,28.3,76.8,17.25,2022-10
2442,28.3,76.9,17.53,2022-10
2443,28.3,77.0,17.9,2022-10
2444,28.3,77.1,18.17,2022-10
2445,28.3,77.2,18.34,2022-10
2446,28.3,77.3,18.48,2022-10
2447,28.3,77.5,18.57,2022-10
2448,29.0,76.7,12.03,2022-11
2449,29.0,76.8,12.13,2022-11
2450,29.0,76.8,12.23,2022-11
2451,29.0,76.9,12.39,2022-11
2452,29.0,77.0,12.56,2022-11
2453,29.0,77.1,12.65,2022-11
2454,29.0,77.2,12.67,2022-11
2455,29.0,77.3,12.71,2022-11
2456,29.0,77.5,12.75,2022-11
2457,28.9,76.7,11.95,2022-11
2458,28.9,76.8,12.14,2022-11
2459,28.9,76.8,12.25,2022-11
2460,28.9,76.9,12.4,2022-11
2461,28.9,77.0,12.6,2022-11
2462,28.9,77.1,12.73,2022-11
2463,28.9,77.2,12.77,2022-11
2464,28.9,77.3,12.79,2022-11
2465,28.9,77.5,12.81,2022-11
2466,28.8,76.7,11.77,2022-11
2467,28.8,76.8,12.03,2022-11
2468,28.8,76.8,12.23,2022-11
2469,28.8,76.9,12.42,2022-11
2470,28.8,77.0,12.61,2022-11
2471,28.8,77.1,12.74,2022-11
2472,28.8,77.2,12.79,2022-11
2473,28.8,77.3,12.82,2022-11
2474,28.8,77.5,12.84,2022-11
2475,28.7,76.7,11.66,2022-11
2476,28.7,76.8,11.87,2022-11
2477,28.7,76.8,12.11,2022-11
2478,28.7,76.9,12.35,2022-11
2479,28.7,77.0,12.57,2022-11
2480,28.7,77.1,12.71,2022-11
2481,28.7,77.2,12.71,2022-11
2482,28.7,77.3,12.76,2022-11
2483,28.7,77.5,12.81,2022-11
2484,28.5,76.7,11.54,2022-11
2485,28.5,76.8,11.74,2022-11
2486,28.5,76.8,11.97,2022-11
2487,28.5,76.9,12.2,2022-11
2488,28.5,77.0,12.38,2022-11
2489,28.5,77.1,12.5,2022-11
2490,28.5,77.2,12.59,2022-11
2491,28.5,77.3,12.71,2022-11
2492,28.5,77.5,12.75,2022-11
2493,28.4,76.7,11.37,2022-11
2494,28.4,76.8,11.59,2022-11
2495,28.4,76.8,11.79,2022-11
2496,28.4,76.9,11.97,2022-11
2497,28.4,77.0,12.11,2022-11
2498,28.4,77.1,12.28,2022-11
2499,28.4,77.2,12.44,2022-11
2500,28.4,77.3,12.64,2022-11
2501,28.4,77.5,12.68,2022-11
2502,28.3,76.7,11.21,2022-11
2503,28.3,76.8,11.4,2022-11
2504,28.3,76.8,11.56,2022-11
2505,28.3,76.9,11.74,2022-11
2506,28.3,77.0,11.93,2022-11
2507,28.3,77.1,12.15,2022-11
2508,28.3,77.2,12.33,2022-11
2509,28.3,77.3,12.5,2022-11
2510,28.3,77.5,12.58,2022-11
2511,28.3,76.7,11.03,2022-11
2512,28.3,76.8,11.15,2022-11
2513,28.3,76.8,11.28,2022-11
2514,28.3,76.9,11.55,2022-11
2515,28.3,77.0,11.89,2022-11
2516,28.3,77.1,12.14,2022-11
2517,28.3,77.2,12.26,2022-11
2518,28.3,77.3,12.35,2022-11
2519,28.3,77.5,12.42,2022-11
2520,29.0,76.7,8.31,2022-12
2521,29.0,76.8,8.38,2022-12
2522,29.0,76.8,8.46,2022-12
2523,29.0,76.9,8.56,2022-12
2524,29.0,77.0,8.67,2022-12
2525,29.0,77.1,8.75,2022-12
2526,29.0,77.2,8.74,2022-12
2527,29.0,77.3,8.75,2022-12
2528,29.0,77.5,8.76,2022-12
2529,28.9,76.7,8.27,2022-12
2530,28.9,76.8,8.39,2022-12
2531,28.9,76.8,8.47,2022-12
2532,28.9,76.9,8.56,2022-12
2533,28.9,77.0,8.68,2022-12
2534,28.9,77.1,8.76,2022-12
2535,28.9,77.2,8.78,2022-12
2536,28.9,77.3,8.78,2022-12
2537,28.9,77.5,8.79,2022-12
2538,28.8,76.7,8.18,2022-12
2539,28.8,76.8,8.34,2022-12
2540,28.8,76.8,8.45,2022-12
2541,28.8,76.9,8.56,2022-12
2542,28.8,77.0,8.67,2022-12
2543,28.8,77.1,8.74,2022-12
2544,28.8,77.2,8.76,2022-12
2545,28.8,77.3,8.77,2022-12
2546,28.8,77.5,8.79,2022-12
2547,28.7,76.7,8.05,2022-12
2548,28.7,76.8,8.18,2022-12
2549,28.7,76.8,8.32,2022-12
2550,28.7,76.9,8.45,2022-12
2551,28.7,77.0,8.57,2022-12
2552,28.7,77.1,8.64,2022-12
2553,28.7,77.2,8.64,2022-12
2554,28.7,77.3,8.69,2022-12
2555,28.7,77.5,8.75,2022-12
2556,28.5,76.7,7.92,2022-12
2557,28.5,76.8,8.04,2022-12
2558,28.5,76.8,8.17,2022-12
2559,28.5,76.9,8.3,2022-12
2560,28.5,77.0,8.39,2022-12
2561,28.5,77.1,8.46,2022-12
2562,28.5,77.2,8.53,2022-12
2563,28.5,77.3,8.64,2022-12
2564,28.5,77.5,8.71,2022-12
2565,28.4,76.7,7.74,2022-12
2566,28.4,76.8,7.88,2022-12
2567,28.4,76.8,8.01,2022-12
2568,28.4,76.9,8.1,2022-12
2569,28.4,77.0,8.16,2022-12
2570,28.4,77.1,8.27,2022-12
2571,28.4,77.2,8.41,2022-12
2572,28.4,77.3,8.58,2022-12
2573,28.4,77.5,8.65,2022-12
2574,28.3,76.7,7.62,2022-12
2575,28.3,76.8,7.72,2022-12
2576,28.3,76.8,7.81,2022-12
2577,28.3,76.9,7.9,2022-12
2578,28.3,77.0,8.01,2022-12
2579,28.3,77.1,8.15,2022-12
2580,28.3,77.2,8.29,2022-12
2581,28.3,77.3,8.43,2022-12
2582,28.3,77.5,8.51,2022-12
2583,28.3,76.7,7.52,2022-12
2584,28.3,76.8,7.54,2022-12
2585,28.3,76.8,7.6,2022-12
2586,28.3,76.9,7.74,2022-12
2587,28.3,77.0,7.93,2022-12
2588,28.3,77.1,8.09,2022-12
2589,28.3,77.2,8.19,2022-12
2590,28.3,77.3,8.27,2022-12
2591,28.3,77.5,8.34,2022-12
2592,29.0,76.7,7.93,2023-01
2593,29.0,76.8,8.06,2023-01
2594,29.0,76.8,8.16,2023-01
2595,29.0,76.9,8.25,2023-01
2596,29.0,77.0,8.35,2023-01
2597,29.0,77.1,8.43,2023-01
2598,29.0,77.2,8.44,2023-01
2599,29.0,77.3,8.47,2023-01
2600,29.0,77.5,8.51,2023-01
2601,28.9,76.7,7.83,2023-01
2602,28.9,76.8,7.97,2023-01
2603,28.9,76.8,8.07,2023-01
2604,28.9,76.9,8.17,2023-01
2605,28.9,77.0,8.29,2023-01
2606,28.9,77.1,8.37,2023-01
2607,28.9,77.2,8.42,2023-01
2608,28.9,77.3,8.44,2023-01
2609,28.9,77.5,8.48,2023-01
2610,28.8,76.7,7.71,2023-01
2611,28.8,76.8,7.85,2023-01
2612,28.8,76.8,7.97,2023-01
2613,28.8,76.9,8.09,2023-01
2614,28.8,77.0,8.2,2023-01
2615,28.8,77.1,8.28,2023-01
2616,28.8,77.2,8.33,2023-01
2617,28.8,77.3,8.37,2023-01
2618,28.8,77.5,8.42,2023-01
2619,28.7,76.7,7.58,2023-01
2620,28.7,76.8,7.71,2023-01
2621,28.7,76.8,7.85,2023-01
2622,28.7,76.9,7.98,2023-01
2623,28.7,77.0,8.12,2023-01
2624,28.7,77.1,8.21,2023-01
2625,28.7,77.2,8.22,2023-01
2626,28.7,77.3,8.29,2023-01
2627,28.7,77.5,8.38,2023-01
2628,28.5,76.7,7.46,2023-01
2629,28.5,76.8,7.59,2023-01
2630,28.5,76.8,7.74,2023-01
2631,28.5,76.9,7.85,2023-01
2632,28.5,77.0,7.94,2023-01
2633,28.5,77.1,8.01,2023-01
2634,28.5,77.2,8.1,2023-01
2635,28.5,77.3,8.25,2023-01
2636,28.5,77.5,8.36,2023-01
2637,28.4,76.7,7.32,2023-01
2638,28.4,76.8,7.47,2023-01
2639,28.4,76.8,7.6,2023-01
2640,28.4,76.9,7.68,2023-01
2641,28.4,77.0,7.72,2023-01
2642,28.4,77.1,7.82,2023-01
2643,28.4,77.2,8.01,2023-01
2644,28.4,77.3,8.21,2023-01
2645,28.4,77.5,8.32,2023-01
2646,28.3,76.7,7.18,2023-01
2647,28.3,76.8,7.31,2023-01
2648,28.3,76.8,7.41,2023-01
2649,28.3,76.9,7.49,2023-01
2650,28.3,77.0,7.6,2023-01
2651,28.3,77.1,7.77,2023-01
2652,28.3,77.2,7.95,2023-01
2653,28.3,77.3,8.13,2023-01
2654,28.3,77.5,8.25,2023-01
2655,28.3,76.7,7.07,2023-01
2656,28.3,76.8,7.13,2023-01
2657,28.3,76.8,7.2,2023-01
2658,28.3,76.9,7.36,2023-01
2659,28.3,77.0,7.57,2023-01
2660,28.3,77.1,7.76,2023-01
2661,28.3,77.2,7.91,2023-01
2662,28.3,77.3,8.05,2023-01
2663,28.3,77.5,8.15,2023-01
2664,29.0,76.7,9.99,2023-02
2665,29.0,76.8,10.17,2023-02
2666,29.0,76.8,10.3,2023-02
2667,29.0,76.9,10.31,2023-02
2668,29.0,77.0,10.33,2023-02
2669,29.0,77.1,10.38,2023-02
2670,29.0,77.2,10.28,2023-02
2671,29.0,77.3,10.12,2023-02
2672,29.0,77.5,9.96,2023-02
2673,28.9,76.7,9.78,2023-02
2674,28.9,76.8,10.05,2023-02
2675,28.9,76.8,10.16,2023-02
2676,28.9,76.9,10.21,2023-02
2677,28.9,77.0,10.32,2023-02
2678,28.9,77.1,10.4,2023-02
2679,28.9,77.2,10.35,2023-02
2680,28.9,77.3,10.25,2023-02
2681,28.9,77.5,10.12,2023-02
2682,28.8,76.7,9.5,2023-02
2683,28.8,76.8,9.82,2023-02
2684,28.8,76.8,10.02,2023-02
2685,28.8,76.9,10.15,2023-02
2686,28.8,77.0,10.26,2023-02
2687,28.8,77.1,10.32,2023-02
2688,28.8,77.2,10.3,2023-02
2689,28.8,77.3,10.26,2023-02
2690,28.8,77.5,10.2,2023-02
2691,28.7,76.7,9.21,2023-02
2692,28.7,76.8,9.49,2023-02
2693,28.7,76.8,9.73,2023-02
2694,28.7,76.9,9.9,2023-02
2695,28.7,77.0,10.02,2023-02
2696,28.7,77.1,10.07,2023-02
2697,28.7,77.2,10.05,2023-02
2698,28.7,77.3,10.09,2023-02
2699,28.7,77.5,10.19,2023-02
2700,28.5,76.7,8.9,2023-02
2701,28.5,76.8,9.16,2023-02
2702,28.5,76.8,9.4,2023-02
2703,28.5,76.9,9.56,2023-02
2704,28.5,77.0,9.65,2023-02
2705,28.5,77.1,9.71,2023-02
2706,28.5,77.2,9.82,2023-02
2707,28.5,77.3,10.03,2023-02
2708,28.5,77.5,10.18,2023-02
2709,28.4,76.7,8.49,2023-02
2710,28.4,76.8,8.78,2023-02
2711,28.4,76.8,9.02,2023-02
2712,28.4,76.9,9.13,2023-02
2713,28.4,77.0,9.19,2023-02
2714,28.4,77.1,9.36,2023-02
2715,28.4,77.2,9.66,2023-02
2716,28.4,77.3,9.95,2023-02
2717,28.4,77.5,10.11,2023-02
2718,28.3,76.7,8.04,2023-02
2719,28.3,76.8,8.3,2023-02
2720,28.3,76.8,8.5,2023-02
2721,28.3,76.9,8.64,2023-02
2722,28.3,77.0,8.88,2023-02
2723,28.3,77.1,9.24,2023-02
2724,28.3,77.2,9.5,2023-02
2725,28.3,77.3,9.77,2023-02
2726,28.3,77.5,9.93,2023-02
2727,28.3,76.7,7.62,2023-02
2728,28.3,76.8,7.78,2023-02
2729,28.3,76.8,7.95,2023-02
2730,28.3,76.9,8.32,2023-02
2731,28.3,77.0,8.81,2023-02
2732,28.3,77.1,9.19,2023-02
2733,28.3,77.2,9.41,2023-02
2734,28.3,77.3,9.58,2023-02
2735,28.3,77.5,9.7,2023-02
2736,29.0,76.7,13.95,2023-03
2737,29.0,76.8,14.02,2023-03
2738,29.0,76.8,14.06,2023-03
2739,29.0,76.9,14.04,2023-03
2740,29.0,77.0,14.04,2023-03
2741,29.0,77.1,13.99,2023-03
2742,29.0,77.2,13.85,2023-03
2743,29.0,77.3,13.67,2023-03
2744,29.0,77.5,13.49,2023-03
2745,28.9,76.7,13.86,2023-03
2746,28.9,76.8,14.01,2023-03
2747,28.9,76.8,14.03,2023-03
2748,28.9,76.9,14.03,2023-03
2749,28.9,77.0,14.08,2023-03
2750,28.9,77.1,14.08,2023-03
2751,28.9,77.2,13.98,2023-03
2752,28.9,77.3,13.85,2023-03
2753,28.9,77.5,13.69,2023-03
2754,28.8,76.7,13.7,2023-03
2755,28.8,76.8,13.89,2023-03
2756,28.8,76.8,13.98,2023-03
2757,28.8,76.9,14.04,2023-03
2758,28.8,77.0,14.07,2023-03
2759,28.8,77.1,14.06,2023-03
2760,28.8,77.2,13.99,2023-03
2761,28.8,77.3,13.92,2023-03
2762,28.8,77.5,13.82,2023-03
2763,28.7,76.7,13.54,2023-03
2764,28.7,76.8,13.66,2023-03
2765,28.7,76.8,13.78,2023-03
2766,28.7,76.9,13.88,2023-03
2767,28.7,77.0,13.97,2023-03
2768,28.7,77.1,13.98,2023-03
2769,28.7,77.2,13.84,2023-03
2770,28.7,77.3,13.84,2023-03
2771,28.7,77.5,13.86,2023-03
2772,28.5,76.7,13.34,2023-03
2773,28.5,76.8,13.42,2023-03
2774,28.5,76.8,13.54,2023-03
2775,28.5,76.9,13.63,2023-03
2776,28.5,77.0,13.66,2023-03
2777,28.5,77.1,13.62,2023-03
2778,28.5,77.2,13.67,2023-03
2779,28.5,77.3,13.81,2023-03
2780,28.5,77.5,13.86,2023-03
2781,28.4,76.7,13.05,2023-03
2782,28.4,76.8,13.16,2023-03
2783,28.4,76.8,13.25,2023-03
2784,28.4,76.9,13.27,2023-03
2785,28.4,77.0,13.23,2023-03
2786,28.4,77.1,13.28,2023-03
2787,28.4,77.2,13.52,2023-03
2788,28.4,77.3,13.77,2023-03
2789,28.4,77.5,13.82,2023-03
2790,28.3,76.7,12.74,2023-03
2791,28.3,76.8,12.8,2023-03
2792,28.3,76.8,12.84,2023-03
2793,28.3,76.9,12.88,2023-03
2794,28.3,77.0,12.98,2023-03
2795,28.3,77.1,13.2,2023-03
2796,28.3,77.2,13.4,2023-03
2797,28.3,77.3,13.6,2023-03
2798,28.3,77.5,13.68,2023-03
2799,28.3,76.7,12.44,2023-03
2800,28.3,76.8,12.4,2023-03
2801,28.3,76.8,12.38,2023-03
2802,28.3,76.9,12.6,2023-03
2803,28.3,77.0,12.97,2023-03
2804,28.3,77.1,13.23,2023-03
2805,28.3,77.2,13.34,2023-03
2806,28.3,77.3,13.42,2023-03
2807,28.3,77.5,13.47,2023-03
2808,29.0,76.7,10.55,2023-04
2809,29.0,76.8,10.68,2023-04
2810,29.0,76.8,10.75,2023-04
2811,29.0,76.9,10.76,2023-04
2812,29.0,77.0,10.81,2023-04
2813,29.0,77.1,10.86,2023-04
2814,29.0,77.2,10.7,2023-04
2815,29.0,77.3,10.53,2023-04
2816,29.0,77.5,10.35,2023-04
2817,28.9,76.7,10.27,2023-04
2818,28.9,76.8,10.51,2023-04
2819,28.9,76.8,10.58,2023-04
2820,28.9,76.9,10.64,2023-04
2821,28.9,77.0,10.84,2023-04
2822,28.9,77.1,10.96,2023-04
2823,28.9,77.2,10.85,2023-04
2824,28.9,77.3,10.7,2023-04
2825,28.9,77.5,10.56,2023-04
2826,28.8,76.7,9.96,2023-04
2827,28.8,76.8,10.26,2023-04
2828,28.8,76.8,10.44,2023-04
2829,28.8,76.9,10.64,2023-04
2830,28.8,77.0,10.82,2023-04
2831,28.8,77.1,10.92,2023-04
2832,28.8,77.2,10.86,2023-04
2833,28.8,77.3,10.76,2023-04
2834,28.8,77.5,10.67,2023-04
2835,28.7,76.7,9.88,2023-04
2836,28.7,76.8,10.09,2023-04
2837,28.7,76.8,10.28,2023-04
2838,28.7,76.9,10.47,2023-04
2839,28.7,77.0,10.69,2023-04
2840,28.7,77.1,10.79,2023-04
2841,28.7,77.2,10.67,2023-04
2842,28.7,77.3,10.63,2023-04
2843,28.7,77.5,10.65,2023-04
2844,28.5,76.7,9.77,2023-04
2845,28.5,76.8,9.94,2023-04
2846,28.5,76.8,10.13,2023-04
2847,28.5,76.9,10.27,2023-04
2848,28.5,77.0,10.36,2023-04
2849,28.5,77.1,10.38,2023-04
2850,28.5,77.2,10.44,2023-04
2851,28.5,77.3,10.55,2023-04
2852,28.5,77.5,10.56,2023-04
2853,28.4,76.7,9.54,2023-04
2854,28.4,76.8,9.74,2023-04
2855,28.4,76.8,9.9,2023-04
2856,28.4,76.9,9.97,2023-04
2857,28.4,77.0,9.94,2023-04
2858,28.4,77.1,9.97,2023-04
2859,28.4,77.2,10.21,2023-04
2860,28.4,77.3,10.46,2023-04
2861,28.4,77.5,10.47,2023-04
2862,28.3,76.7,9.33,2023-04
2863,28.3,76.8,9.48,2023-04
2864,28.3,76.8,9.6,2023-04
2865,28.3,76.9,9.67,2023-04
2866,28.3,77.0,9.77,2023-04
2867,28.3,77.1,9.95,2023-04
2868,28.3,77.2,10.12,2023-04
2869,28.3,77.3,10.3,2023-04
2870,28.3,77.5,10.35,2023-04
2871,28.3,76.7,9.1,2023-04
2872,28.3,76.8,9.17,2023-04
2873,28.3,76.8,9.23,2023-04
2874,28.3,76.9,9.44,2023-04
2875,28.3,77.0,9.79,2023-04
2876,28.3,77.1,10.03,2023-04
2877,28.3,77.2,10.1,2023-04
2878,28.3,77.3,10.13,2023-04
2879,28.3,77.5,10.16,2023-04
2880,29.0,76.7,14.91,2023-05
2881,29.0,76.8,15.01,2023-05
2882,29.0,76.8,15.1,2023-05
2883,29.0,76.9,15.2,2023-05
2884,29.0,77.0,15.32,2023-05
2885,29.0,77.1,15.4,2023-05
2886,29.0,77.2,15.46,2023-05
2887,29.0,77.3,15.4,2023-05
2888,29.0,77.5,15.36,2023-05
