,latitude,longitude,month,wellDepth
642,28.6,77.2,2023-11,44.78
643,28.6,77.2,2023-12,45.79
644,28.6,77.1,2023-05,41.64
645,28.6,77.1,2023-06,41.78
646,28.6,77.1,2023-07,42.79
647,28.6,77.1,2023-08,43.76
648,28.6,77.1,2023-09,44.81
649,28.6,77.1,2023-10,45.58
650,28.6,77.1,2023-11,46.63
651,28.6,77.1,2023-12,47.62
652,28.6,77.0,2020-01,15.0
653,28.6,77.0,2020-08,15.0
654,28.6,77.0,2020-11,15.0
655,28.6,77.0,2021-01,15.0
656,28.6,77.0,2021-08,15.0
657,28.6,77.0,2021-11,15.0
658,28.6,77.0,2022-01,15.0
659,28.6,77.0,2022-05,15.0
660,28.6,77.0,2022-08,15.0
661,28.6,77.0,2022-11,15.0
662,28.6,77.0,2023-09,30.0
663,28.6,77.0,2023-10,30.0
664,28.6,77.0,2023-11,30.0
665,28.6,77.0,2023-12,30.0
666,28.6,77.0,2022-05,30.0
667,28.6,77.0,2022-08,30.0
668,28.6,77.0,2022-11,30.0
669,28.6,77.2,2020-01,25.0
670,28.6,77.2,2020-08,25.0
671,28.6,77.2,2021-01,25.0
672,28.6,77.2,2021-08,25.0
673,28.6,77.2,2021-11,25.0
674,28.6,77.2,2022-01,25.0
675,28.6,77.2,2022-05,25.0
676,28.6,77.2,2022-08,25.0
677,28.6,77.2,2022-11,25.0
678,28.6,77.3,2020-01,60.0
679,28.6,77.3,2020-08,60.0
680,28.6,77.3,2021-08,60.0
681,28.6,77.3,2021-11,60.0
682,28.6,77.3,2022-01,60.0
683,28.6,77.3,2022-05,60.0
684,28.6,77.3,2022-08,60.0
685,28.6,77.3,2022-11,60.0
686,28.6,77.2,2020-01,25.0
687,28.6,77.2,2020-05,25.0
688,28.6,77.2,2020-08,25.0
689,28.6,77.2,2020-11,25.0
690,28.6,77.2,2021-01,25.0
691,28.6,77.2,2021-05,25.0
692,28.6,77.2,2021-08,25.0
693,28.6,77.2,2021-11,25.0
694,28.6,77.2,2022-01,25.0
695,28.6,77.2,2022-05,25.0
696,28.6,77.2,2022-08,25.0
697,28.6,77.2,2022-11,25.0
698,28.6,77.3,2022-12,59.8
699,28.6,77.3,2023-01,36.99
700,28.6,77.3,2023-02,37.8
701,28.6,77.3,2023-03,38.91
702,28.6,77.3,2023-04,39.83
703,28.6,77.3,2023-05,40.84
704,28.6,77.3,2023-06,41.74
705,28.6,77.3,2023-07,42.75
706,28.6,77.3,2023-08,43.72
707,28.6,77.3,2023-09,44.64
708,28.6,77.3,2023-10,50.33
709,28.6,77.3,2023-11,55.29
710,28.6,77.3,2023-12,56.23
711,28.6,77.2,2020-01,15.0
712,28.6,77.2,2020-08,15.0
713,28.6,77.2,2020-11,15.0
714,28.6,77.2,2021-01,15.0
715,28.6,77.2,2021-08,15.0
716,28.6,77.2,2021-11,15.0
717,28.6,77.2,2022-05,15.0
718,28.6,77.2,2022-08,15.0
719,28.6,77.2,2022-11,15.0
720,28.6,77.0,2020-01,25.0
721,28.6,77.0,2020-08,25.0
722,28.6,77.0,2020-11,25.0
723,28.6,77.0,2021-01,25.0
724,28.6,77.0,2021-08,25.0
725,28.6,77.0,2021-11,25.0
726,28.6,77.0,2022-01,25.0
727,28.6,77.0,2022-05,25.0
728,28.6,77.0,2022-08,25.0
729,28.6,77.0,2022-11,25.0
730,28.6,77.0,2020-01,100.0
731,28.6,77.0,2020-08,100.0
732,28.6,77.0,2020-11,100.0
733,28.6,77.0,2021-01,100.0
734,28.6,77.0,2021-08,100.0
735,28.6,77.0,2021-11,100.0
736,28.6,77.0,2022-01,100.0
737,28.6,77.0,2022-05,100.0
738,28.6,77.0,2022-08,100.0
739,28.6,77.0,2022-11,100.0
740,28.6,77.0,2022-12,61.79
741,28.6,77.0,2023-01,39.66
742,28.6,77.0,2023-02,40.48
743,28.6,77.0,2023-03,41.59
744,28.6,77.0,2023-04,42.51
745,28.6,77.0,2023-05,43.52
746,28.6,77.0,2023-06,44.43
747,28.6,77.0,2023-07,45.45
748,28.6,77.0,2023-08,46.41
749,28.6,77.0,2023-09,47.41
750,28.6,77.0,2023-10,48.25
751,28.6,77.0,2023-11,49.25
752,28.6,77.0,2023-12,50.25
753,28.6,76.9,2020-01,10.0
754,28.6,76.9,2020-08,10.0
755,28.6,76.9,2020-11,10.0
756,28.6,76.9,2021-01,10.0
757,28.6,76.9,2021-08,10.0
758,28.6,76.9,2021-11,10.0
759,28.6,76.9,2022-01,10.0
760,28.6,76.9,2022-05,10.0
761,28.6,76.9,2022-08,10.0
762,28.6,76.9,2022-11,10.0
763,28.6,76.9,2023-09,60.0
764,28.6,76.9,2023-10,60.0
765,28.6,76.9,2023-11,60.0
766,28.6,76.9,2023-12,60.0
767,28.6,77.1,2020-01,101.0
768,28.6,77.1,2020-08,101.0
769,28.6,77.1,2020-11,101.0
770,28.6,77.1,2021-01,101.0
771,28.6,77.1,2021-08,101.0
772,28.6,77.1,2021-11,101.0
773,28.6,77.1,2023-05,43.75
774,28.6,77.1,2023-06,43.89
775,28.6,77.1,2023-07,44.91
776,28.6,77.1,2023-08,45.86
777,28.6,77.1,2023-09,46.94
778,28.6,77.1,2023-10,47.72
779,28.6,77.1,2023-11,48.7
780,28.6,77.1,2023-12,49.73
781,28.6,77.2,2020-01,50.0
782,28.6,77.2,2020-08,50.0
783,28.6,77.2,2020-11,50.0
784,28.6,77.2,2021-01,50.0
785,28.6,77.2,2021-08,50.0
786,28.6,77.2,2022-01,50.0
787,28.6,77.2,2022-05,50.0
788,28.6,77.2,2022-08,50.0
789,28.6,77.2,2022-11,50.0
790,28.6,77.2,2023-05,43.38
791,28.6,77.2,2023-06,43.52
792,28.6,77.2,2023-07,44.25
793,28.6,77.2,2023-08,45.53
794,28.6,77.2,2023-09,46.43
795,28.6,77.2,2023-10,47.46
796,28.6,77.2,2023-11,48.31
797,28.6,77.2,2023-12,49.36
798,28.6,77.0,2020-01,100.0
799,28.6,77.0,2020-08,100.0
800,28.6,77.0,2020-11,100.0
801,28.6,77.0,2021-01,100.0
802,28.6,77.0,2021-08,100.0
803,28.6,77.0,2021-11,100.0
804,28.6,77.0,2022-01,100.0
805,28.6,77.0,2022-05,100.0
806,28.6,77.0,2022-08,100.0
807,28.6,77.0,2022-11,100.0
808,28.6,77.0,2023-05,45.35
809,28.6,77.0,2023-06,45.48
810,28.6,77.0,2023-07,46.5
811,28.6,77.0,2023-08,47.46
812,28.6,77.0,2023-09,48.48
813,28.6,77.0,2023-10,49.31
814,28.6,77.0,2023-11,50.3
815,28.6,77.0,2023-12,51.32
816,28.6,77.1,2023-09,37.0
817,28.6,77.1,2023-10,37.0
818,28.6,77.1,2023-11,37.0
819,28.6,77.1,2023-12,37.0
820,28.6,77.1,2023-05,44.99
821,28.6,77.1,2023-06,45.15
822,28.6,77.1,2023-07,46.17
823,28.6,77.1,2023-08,47.14
824,28.6,77.1,2023-09,48.18
825,28.6,77.1,2023-10,48.94
826,28.6,77.1,2023-11,49.97
827,28.6,77.1,2023-12,50.99
828,28.6,77.1,2020-11,55.0
829,28.6,77.1,2021-01,55.0
830,28.6,77.1,2021-08,55.0
831,28.6,77.1,2022-05,55.0
832,28.6,77.1,2022-11,55.0
833,28.6,77.1,2023-09,42.0
834,28.6,77.1,2023-10,42.0
835,28.6,77.1,2023-11,42.0
836,28.6,77.1,2023-12,42.0
837,28.6,77.2,2020-01,25.0
838,28.6,77.2,2020-08,25.0
839,28.6,77.2,2020-11,25.0
840,28.6,77.2,2021-01,25.0
841,28.6,77.2,2021-08,25.0
842,28.6,77.2,2021-11,25.0
843,28.6,77.2,2022-01,25.0
844,28.6,77.2,2022-05,25.0
845,28.6,77.2,2022-11,25.0
846,28.7,77.0,2023-09,47.0
847,28.7,77.0,2023-10,47.0
848,28.7,77.0,2023-11,47.0
849,28.7,77.0,2023-12,47.0
850,28.7,77.2,2022-11,100.0
851,28.7,77.0,2020-01,10.0
852,28.7,77.0,2020-08,10.0
853,28.7,77.0,2020-11,10.0
854,28.7,77.0,2021-01,10.0
855,28.7,77.0,2021-08,10.0
856,28.7,77.0,2021-11,10.0
857,28.7,77.0,2022-05,10.0
858,28.7,77.0,2022-08,10.0
859,28.7,77.0,2022-11,10.0
860,28.7,77.2,2023-06,44.0
861,28.7,77.2,2023-07,44.0
862,28.7,77.2,2023-08,44.0
863,28.7,77.2,2023-09,44.0
864,28.7,77.2,2023-10,44.0
865,28.7,77.2,2023-11,44.0
866,28.7,77.2,2023-12,44.0
867,28.7,77.2,2022-01,70.0
868,28.7,77.2,2022-05,70.0
869,28.7,77.2,2022-08,70.0
870,28.7,77.2,2022-11,70.0
871,28.7,77.1,2023-05,46.96
872,28.7,77.1,2023-06,47.1
873,28.7,77.1,2023-07,48.12
874,28.7,77.1,2023-08,49.08
875,28.7,77.1,2023-09,50.05
876,28.7,77.1,2023-10,50.92
877,28.7,77.1,2023-11,51.91
878,28.7,77.1,2023-12,52.96
879,28.7,77.1,2023-09,77.0
880,28.7,77.1,2023-10,77.0
881,28.7,77.1,2023-11,77.0
882,28.7,76.9,2020-01,32.0
883,28.7,76.9,2020-08,32.0
884,28.7,76.9,2020-11,32.0
885,28.7,76.9,2021-01,32.0
886,28.7,76.9,2021-11,32.0
887,28.7,76.9,2022-01,32.0
888,28.7,76.9,2022-05,32.0
889,28.7,76.9,2022-08,32.0
890,28.7,76.9,2022-11,32.0
891,28.7,76.9,2023-09,32.0
892,28.7,76.9,2023-10,32.0
893,28.7,76.9,2023-11,32.0
894,28.7,76.9,2023-12,32.0
895,28.7,77.0,2023-09,64.0
896,28.7,77.0,2023-10,64.0
897,28.7,77.0,2023-11,64.0
898,28.7,77.0,2023-12,64.0
899,28.7,77.1,2023-08,56.0
900,28.7,77.1,2023-09,56.0
901,28.7,77.1,2023-10,56.0
902,28.7,77.1,2023-11,56.0
903,28.7,77.1,2023-12,56.0
904,28.7,77.0,2020-01,27.0
905,28.7,77.0,2020-08,27.0
906,28.7,77.0,2020-11,27.0
907,28.7,77.0,2021-01,27.0
908,28.7,77.0,2021-08,27.0
909,28.7,77.0,2021-11,27.0
910,28.7,77.0,2022-01,27.0
911,28.7,77.0,2022-05,27.0
912,28.7,77.0,2022-08,27.0
913,28.7,77.1,2020-01,100.0
914,28.7,77.1,2020-08,100.0
915,28.7,77.1,2020-11,100.0
916,28.7,77.1,2021-01,100.0
917,28.7,77.1,2021-08,100.0
918,28.7,77.1,2021-11,100.0
919,28.7,77.1,2022-01,100.0
920,28.7,77.1,2022-05,100.0
921,28.7,77.1,2022-08,100.0
922,28.7,77.1,2022-11,100.0
923,28.7,77.1,2023-05,47.49
924,28.7,77.1,2023-06,47.66
925,28.7,77.1,2023-07,48.68
926,28.7,77.1,2023-08,49.64
927,28.7,77.1,2023-09,50.69
928,28.7,77.1,2023-10,51.48
929,28.7,77.1,2023-11,52.47
930,28.7,77.1,2023-12,53.47
931,28.7,77.1,2020-01,80.0
932,28.7,77.1,2020-08,80.0
933,28.7,77.1,2020-11,80.0
934,28.7,77.1,2021-01,80.0
935,28.7,77.1,2021-08,80.0
936,28.7,77.1,2021-11,80.0
937,28.7,77.1,2022-01,80.0
938,28.7,77.1,2022-05,80.0
939,28.7,77.1,2022-08,80.0
940,28.7,77.1,2022-11,80.0
941,28.7,77.1,2023-05,48.18
942,28.7,77.1,2023-06,48.34
943,28.7,77.1,2023-07,49.36
944,28.7,77.1,2023-08,50.32
945,28.7,77.1,2023-09,51.32
946,28.7,77.1,2023-10,52.17
947,28.7,77.1,2023-11,53.16
948,28.7,77.1,2023-12,54.17
949,28.7,77.1,2023-09,46.0
950,28.7,77.1,2023-10,46.0
951,28.7,77.1,2023-11,46.0
952,28.7,77.1,2023-12,46.0
953,28.7,77.1,2020-01,100.0
954,28.7,77.1,2020-08,100.0
955,28.7,77.1,2020-11,100.0
956,28.7,77.1,2021-01,100.0
957,28.7,77.1,2021-11,100.0
958,28.7,77.1,2022-01,100.0
959,28.7,77.2,2023-05,47.7
960,28.7,77.2,2023-06,47.82
961,28.7,77.2,2023-07,48.72
962,28.7,77.2,2023-08,49.9
963,28.7,77.2,2023-09,50.9
964,28.7,77.2,2023-10,51.76
965,28.7,77.2,2023-11,52.62
966,28.7,77.2,2023-12,53.65
967,28.7,77.2,2020-01,50.0
968,28.7,77.2,2020-08,50.0
969,28.7,77.2,2020-11,50.0
970,28.7,77.2,2021-01,50.0
971,28.7,77.2,2021-08,50.0
972,28.7,77.2,2021-11,50.0
973,28.7,77.2,2022-01,50.0
974,28.7,77.2,2022-05,50.0
975,28.7,77.2,2022-08,50.0
976,28.7,77.2,2022-11,50.0
977,28.7,77.1,2023-09,69.0
978,28.7,77.1,2023-10,69.0
979,28.7,77.1,2023-11,69.0
980,28.7,77.1,2023-12,69.0
981,28.7,77.2,2020-01,100.0
982,28.7,76.9,2020-01,21.2
983,28.7,76.9,2020-08,21.2
984,28.7,76.9,2020-11,21.2
985,28.7,76.9,2021-01,21.2
986,28.7,76.9,2021-08,21.2
987,28.7,76.9,2021-11,21.2
988,28.7,76.9,2022-01,21.2
989,28.7,76.9,2022-05,21.2
990,28.7,76.9,2022-08,21.2
991,28.7,76.9,2022-11,21.2
992,28.7,77.0,2020-01,75.0
993,28.7,77.0,2020-08,75.0
994,28.7,77.0,2020-11,75.0
995,28.7,77.0,2021-01,75.0
996,28.7,77.0,2021-08,75.0
997,28.7,77.0,2021-11,75.0
998,28.7,77.0,2022-01,75.0
999,28.7,77.0,2022-05,75.0
1000,28.7,77.0,2022-08,75.0
1001,28.7,77.0,2022-11,75.0
1002,28.7,77.0,2023-05,49.81
1003,28.7,77.0,2023-06,49.95
1004,28.7,77.0,2023-07,50.97
1005,28.7,77.0,2023-08,51.93
1006,28.7,77.0,2023-09,52.98
1007,28.7,77.0,2023-10,53.75
1008,28.7,77.0,2023-11,54.77
1009,28.7,77.0,2023-12,55.78
1010,28.7,77.0,2020-01,54.0
1011,28.7,77.0,2020-08,54.0
1012,28.7,77.0,2020-11,54.0
1013,28.7,77.0,2021-01,54.0
1014,28.7,77.0,2021-08,54.0
1015,28.7,77.0,2021-11,54.0
1016,28.7,77.0,2022-01,54.0
1017,28.7,77.0,2022-05,54.0
1018,28.7,77.0,2022-08,54.0
1019,28.7,77.0,2022-11,54.0
1020,28.7,77.0,2023-09,35.0
1021,28.7,77.0,2023-10,35.0
1022,28.7,77.0,2023-11,35.0
1023,28.7,77.0,2023-12,35.0
1024,28.7,77.0,2020-01,250.75
1025,28.7,77.0,2020-08,250.75
1026,28.7,77.0,2020-11,250.75
1027,28.7,77.0,2021-01,250.75
1028,28.7,77.0,2021-11,250.75
1029,28.7,77.0,2022-01,250.75
1030,28.7,77.0,2022-05,250.75
1031,28.7,77.0,2022-08,250.75
1032,28.7,77.0,2022-11,250.75
1033,28.7,77.0,2023-05,50.52
1034,28.7,77.0,2023-06,50.66
1035,28.7,77.0,2023-07,51.67
1036,28.7,77.0,2023-08,52.66
1037,28.7,77.0,2023-09,53.55
1038,28.7,77.0,2023-10,54.49
1039,28.7,77.0,2023-11,55.48
1040,28.7,77.0,2023-12,56.49
1041,28.7,77.0,2021-08,25.0
1042,28.7,77.2,2022-01,50.0
1043,28.7,77.2,2022-05,50.0
1044,28.7,77.2,2022-08,50.0
1045,28.7,77.0,2023-09,83.0
1046,28.7,77.0,2023-10,83.0
1047,28.7,77.0,2023-11,83.0
1048,28.7,77.0,2023-12,83.0
1049,28.7,77.2,2020-01,45.0
1050,28.7,77.2,2020-08,45.0
1051,28.7,77.2,2020-11,45.0
1052,28.7,77.2,2021-01,45.0
1053,28.7,77.2,2021-08,45.0
1054,28.7,77.2,2021-11,45.0
1055,28.7,77.2,2022-01,45.0
1056,28.7,77.2,2022-08,45.0
1057,28.7,77.2,2022-11,45.0
1058,28.7,77.1,2020-01,100.0
1059,28.7,77.1,2022-05,100.0
1060,28.7,77.1,2022-08,100.0
1061,28.7,77.1,2022-11,100.0
1062,28.7,77.1,2023-09,50.0
1063,28.7,77.1,2023-10,50.0
1064,28.7,77.1,2023-11,50.0
1065,28.7,77.1,2023-12,50.0
1066,28.7,77.2,2023-04,50.39
1067,28.7,77.2,2023-05,50.14
1068,28.7,77.2,2023-06,51.05
1069,28.7,77.2,2023-07,52.08
1070,28.7,77.2,2023-08,53.05
1071,28.7,77.2,2023-09,53.95
1072,28.7,77.2,2023-10,54.92
1073,28.7,77.2,2023-11,55.88
1074,28.7,77.2,2023-12,56.91
1075,28.7,77.0,2023-09,64.0
1076,28.7,77.0,2023-10,64.0
1077,28.7,77.0,2023-11,64.0
1078,28.7,77.0,2023-12,64.0
1079,28.7,77.0,2021-01,15.9
1080,28.7,77.0,2021-11,15.9
1081,28.7,77.0,2022-05,15.9
1082,28.7,77.0,2022-08,15.9
1083,28.7,77.1,2020-08,90.5
1084,28.7,77.1,2023-05,52.86
1085,28.7,77.1,2023-06,53.02
1086,28.7,77.1,2023-07,54.04
1087,28.7,77.1,2023-08,55.0
1088,28.7,77.1,2023-09,56.0
1089,28.7,77.1,2023-10,56.95
1090,28.7,77.1,2023-11,57.84
1091,28.7,77.1,2023-12,58.86
1092,28.8,77.1,2020-05,87.32
1093,28.8,77.1,2020-08,90.21
1094,28.8,77.1,2023-05,52.59
1095,28.8,77.1,2023-06,52.76
1096,28.8,77.1,2023-07,53.71
1097,28.8,77.1,2023-08,54.74
1098,28.8,77.1,2023-09,55.72
1099,28.8,77.1,2023-10,56.5
1100,28.8,77.1,2023-11,57.55
1101,28.8,77.1,2023-12,58.59
1102,28.8,76.9,2023-05,54.9
1103,28.8,76.9,2023-06,55.07
1104,28.8,76.9,2023-07,56.08
1105,28.8,76.9,2023-08,57.05
1106,28.8,76.9,2023-09,58.12
1107,28.8,76.9,2023-10,58.97
1108,28.8,76.9,2023-11,59.89
1109,28.8,76.9,2023-12,60.94
1110,28.8,77.1,2020-01,200.0
1111,28.8,77.1,2020-08,200.0
1112,28.8,77.1,2020-11,200.0
1113,28.8,77.1,2021-01,200.0
1114,28.8,77.1,2022-01,200.0
1115,28.8,77.1,2022-05,200.0
1116,28.8,77.1,2022-08,200.0
1117,28.8,77.1,2022-11,200.0
1118,28.8,77.1,2023-09,178.0
1119,28.8,77.1,2023-10,178.0
1120,28.8,77.1,2023-11,178.0
1121,28.8,77.1,2023-12,178.0
1122,28.8,77.1,2020-01,65.0
1123,28.8,77.1,2020-08,65.0
1124,28.8,77.1,2020-11,65.0
1125,28.8,77.1,2021-01,65.0
1126,28.8,77.1,2021-08,65.0
1127,28.8,77.1,2022-01,65.0
1128,28.8,77.1,2022-05,65.0
1129,28.8,77.1,2022-08,65.0
1130,28.8,77.1,2022-11,65.0
1131,28.8,77.1,2023-09,38.0
1132,28.8,77.1,2023-10,38.0
1133,28.8,77.1,2023-11,38.0
1134,28.8,77.1,2023-12,38.0
1135,28.8,77.1,2020-01,70.0
1136,28.8,77.1,2020-08,70.0
1137,28.8,77.1,2020-11,70.0
1138,28.8,77.1,2021-01,80.0
1139,28.8,77.1,2021-08,70.0
1140,28.8,77.1,2021-11,70.0
1141,28.8,77.1,2022-05,80.0
1142,28.8,77.1,2022-08,70.0
1143,28.8,77.1,2022-11,70.0
1144,28.8,77.1,2023-08,35.0
1145,28.8,77.1,2023-09,37.17
1146,28.8,77.1,2023-10,37.6
1147,28.8,77.1,2023-11,37.56
1148,28.8,77.1,2023-12,37.51
1149,28.8,76.9,2020-01,100.0
1150,28.8,76.9,2020-08,100.0
1151,28.8,76.9,2020-11,100.0
1152,28.8,76.9,2021-01,100.0
1153,28.8,76.9,2021-08,100.0
1154,28.8,76.9,2021-11,100.0
1155,28.8,76.9,2022-01,100.0
1156,28.8,76.9,2022-05,100.0
1157,28.8,76.9,2022-08,100.0
1158,28.8,76.9,2022-11,100.0
1159,28.8,76.9,2023-05,55.66
1160,28.8,76.9,2023-06,55.8
1161,28.8,76.9,2023-07,56.82
1162,28.8,76.9,2023-08,57.77
1163,28.8,76.9,2023-09,58.81
1164,28.8,76.9,2023-10,59.67
1165,28.8,76.9,2023-11,60.63
1166,28.8,76.9,2023-12,61.64
1167,28.8,77.2,2020-08,85.0
1168,28.8,77.2,2020-11,85.0
1169,28.8,77.2,2021-01,85.0
1170,28.8,77.2,2021-08,85.0
1171,28.8,77.2,2021-11,85.0
1172,28.8,77.2,2022-01,85.0
1173,28.8,77.2,2022-05,85.0
1174,28.8,77.2,2022-08,85.0
1175,28.8,77.2,2022-11,85.0
1176,28.8,77.2,2023-09,64.0
1177,28.8,77.2,2023-10,64.0
1178,28.8,77.2,2023-11,64.0
1179,28.8,77.0,2023-09,85.0
1180,28.8,77.0,2023-10,85.0
1181,28.8,77.0,2023-11,85.0
1182,28.8,77.0,2023-12,85.0
1183,28.8,77.0,2020-01,8.6
1184,28.8,77.0,2020-08,8.6
1185,28.8,77.0,2020-11,8.6
1186,28.8,77.0,2021-08,8.6
1187,28.8,77.0,2021-11,8.6
1188,28.8,77.0,2022-01,8.6
1189,28.8,77.0,2022-05,8.6
1190,28.8,77.0,2022-08,8.6
1191,28.8,77.0,2022-11,8.6
1192,28.8,77.0,2020-01,50.0
1193,28.8,77.0,2020-08,50.0
1194,28.8,77.0,2021-01,50.0
1195,28.8,77.0,2021-08,50.0
1196,28.8,77.0,2021-11,50.0
1197,28.8,77.0,2022-01,50.0
1198,28.8,77.0,2022-05,50.0
1199,28.8,77.0,2022-08,50.0
1200,28.8,77.0,2022-11,50.0
1201,28.8,77.0,2023-05,56.51
1202,28.8,77.0,2023-06,56.68
1203,28.8,77.0,2023-07,57.69
1204,28.8,77.0,2023-08,58.66
1205,28.8,77.0,2023-09,59.73
1206,28.8,77.0,2023-10,60.45
1207,28.8,77.0,2023-11,61.5
1208,28.8,77.0,2023-12,62.52
1209,28.8,77.1,2023-09,15.55
1210,28.8,77.1,2023-10,15.55
1211,28.8,77.1,2023-11,15.55
1212,28.8,77.0,2023-10,45.0
1213,28.8,77.0,2023-11,45.0
1214,28.8,77.0,2023-12,45.0
1215,28.8,77.1,2020-01,45.0
1216,28.8,77.1,2020-08,45.0
1217,28.8,77.1,2021-08,45.0
1218,28.8,77.1,2022-01,45.0
1219,28.8,77.1,2022-05,45.0
1220,28.8,77.1,2022-08,45.0
1221,28.8,77.1,2022-11,45.0
1222,28.8,77.1,2023-10,45.0
1223,28.8,77.1,2023-11,45.0
1224,28.8,77.1,2023-12,45.0
1225,28.8,77.0,2021-08,25.0
1226,28.8,77.0,2020-01,47.0
1227,28.8,77.0,2020-08,47.0
1228,28.8,77.0,2020-11,47.0
1229,28.8,77.0,2021-01,47.0
1230,28.8,77.0,2021-11,47.0
1231,28.8,77.0,2022-01,47.0
1232,28.8,77.0,2022-05,47.0
1233,28.8,77.0,2022-08,47.0
1234,28.8,77.0,2022-11,47.0
1235,28.8,77.0,2023-04,56.76
1236,28.8,77.0,2023-05,56.46
1237,28.8,77.0,2023-06,57.38
1238,28.8,77.0,2023-07,58.38
1239,28.8,77.0,2023-08,59.34
1240,28.8,77.0,2023-09,60.42
1241,28.8,77.0,2023-10,61.18
1242,28.8,77.0,2023-11,62.19
1243,28.8,77.0,2023-12,63.2
1244,28.8,77.1,2020-05,91.72
1245,28.8,77.1,2020-08,94.62
1246,28.8,77.1,2023-05,56.84
1247,28.8,77.1,2023-06,56.98
1248,28.8,77.1,2023-07,57.98
1249,28.8,77.1,2023-08,58.95
1250,28.8,77.1,2023-09,59.99
1251,28.8,77.1,2023-10,60.78
1252,28.8,77.1,2023-11,61.79
1253,28.8,77.1,2023-12,62.82
1254,28.8,77.1,2020-01,101.0
1255,28.8,77.1,2020-08,101.0
1256,28.8,77.1,2020-11,101.0
1257,28.8,77.1,2021-01,101.0
1258,28.8,77.1,2021-08,101.0
1259,28.8,77.1,2021-11,101.0
1260,28.8,77.1,2022-01,101.0
1261,28.8,77.1,2022-05,101.0
1262,28.8,77.1,2022-08,101.0
1263,28.8,77.1,2022-11,101.0
1264,28.8,77.1,2023-04,56.19
1265,28.8,77.1,2023-05,55.89
1266,28.8,77.1,2023-06,56.8
1267,28.8,77.1,2023-07,57.66
1268,28.8,77.1,2023-08,59.24
1269,28.8,77.1,2023-09,59.83
1270,28.8,77.1,2023-10,60.71
1271,28.8,77.1,2023-11,61.59
1272,28.8,77.1,2023-12,62.65
